Computer_Name,Model,Conversion_Status,Drive_Letter,Key_Protectors,Encryption_Method,Protection_Status,TPM_Activated,TPM_Enabled,TPM_Owned,TPM_Spec_Version,Manufacturer_Version
3INLDVIRK2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INOSUMAYEKA,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
1USLDATKL,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INDPBAGI,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INLPRSHINDE2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INODVIRK,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
3INLKAMBRE,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4DELENGBRENG2,Latitude 7300,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INOSHWECHAV,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
1BRLHMACLINE3,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INLSATEMISH,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INOALPSHAH,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
9XXOGHODCHOR,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
1MXLDIAZCORT,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1MXLRODRIGUE2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INLSBHENDE2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXOMEHTA1,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
3INOJAISINGH,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
9XXLMOHILE,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INOTAKKAR,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
1MXLORTEGAGO2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INOSGALA,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
9XXDADM-PMYLAVA,Precision 5530,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDPRAJPAL,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
1USLLHILL1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDSAVAITY,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDSIPATIL1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INLROHKAUSH4,XPS 13 9370,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
3IND1MSMZX2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLPICKERIN,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INLKHEDEKAR2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INLBSANKPAL,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INOTMESTRY,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
9XXLREAJIMEN,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDSOSINGH12,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1MXLLVERDUZC2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDMALDE,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLTUSCANO,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INDPHADTARE3,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
2USLKTOREBKO2,Latitude 7320,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLNAMALA,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INLDEJOSHI2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USLMROSENWI1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4DELPASQUIER4,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
2USLJBABICZ2,Latitude 7320,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1MXLESPINOZA,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
MININT-A84818P,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4NLLCTSONI1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4DEDNHERMANN,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4ILLMSHITRIT2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1USLAJZALESK2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXOKJADHAV,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDCHANDE,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDMEYAVAT,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXLSHPOOJAR,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDSYADAV121,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLBABANI,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INDKUCKIAN,Precision 3650 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
9XXLKELLER1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDNIKKADAM,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
MININT-F3VM5HE,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3IND2J8W7Q2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDBRYADAV2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDSWDALVI1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDPDANDKAR,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDFT0FGP2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDANPARAB,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLBATHIJA2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3IND5NLZDV2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDVAKAMBLE,Precision 3650 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
9XXDSHABAKHA,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDGHARDE2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
MININT-TFNCOE1,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
2USLDDEVRIES8,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLARAUJOAR,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
2USLGLADYSZ6,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
MININT-0K8E0NP,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDREWALE3,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXDMOHDFAIZ,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
1USLMANESS1,Latitude 7490,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDSONAVANE11,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLSAKUNDE,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDJADHAV1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDMANACHAU1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDNIDPANDE2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDTAWSALKA1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDKGHADIGA,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDJALLA,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDSNARVEKA,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXDTEKAMBLE1,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDKAPAWAR1,Precision 3650 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
2USLDPELC2,Latitude 7320,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDCHAHANDE1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDASHIRKE6,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXDRADSA1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDPOGURAV,Precision 3650 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
3INDSNAGWEKA,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDGAWAI1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDHASHAIKH,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDARANE,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDKOSAWANT1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXDSGANESAN1,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXDBORICHA2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3IND5NBTDV2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLTOPPO,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDJAWLEKAR,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXDKAMBLI1,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INLSATPUTE,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INOBPANDIT,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
9XXDSHINDE4,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
4GBLMGLYNN2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4DELIZAFAR2,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
9XXDDOBRIYAL1,Precision 3650 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
3INDSHIMPI1,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDSACDIVEK4,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDGOWDA1,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3IND5NBXDV2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INLJJADHAV4,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDBHAGWANB1,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDSAJOSHI,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDNAQVI,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDSHCHAVAN,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXDEHTESHAM1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDPORWOLMO,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDVIKPATIL,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDKCHUDASA1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDARIVUKKA2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
4FIDTOMAUVIN3,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLANUGADE1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXDPRATGAIK,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INLFNATHAN1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1MXLRAQJIMEN,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1MXLJUGUTIER,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLTASHINDE,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INLRAHUSHIN2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1MXLGARCIADO1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1MXLJMONDRA3,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
1MXLMARNUNEZ1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLREYADAV,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INOCKOLAMBK,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
9XXDANKMANE1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDSUNGUPTA1,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4DELLAUFER1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INLJTEMBHAR2,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXLRONEW1,Latitude 7300,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4NLLBERGSVOO,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4FRLOBRUN2,Latitude 7320,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLXUHOU,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDNIKIPATI1,Precision 3650 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
9XXLCOKER,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4AULBHARRISO1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDNCHEWLE2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDKRJADHAV1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXLPOSAWANT,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXDVDESAI1,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1USLANLUU1,Latitude 7490,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
1BRLMERIBEIR2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
2USLSRKANCHA2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLAKHAR,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXDAKATTI,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXDNPRAKASH1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDSASHINDE2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDANMAHALE2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
